Principal Investigator,Expedition,OS Region,Reference Author Published year,Reference doi,Date of collection,Sample ID,Latitude,Longitude,Sampling Depth [m],Percentage Irradiance Depth (% of surface PAR),Optical Depth,CP and PP Analysis Method,CP and PP analysis Incubation Length [hours],CaCO3 production (CP) [µmol C m-3 d-1],CaCO3 production Standard Deviation [µmol C m-3 d-1],Primary Production (PP) [µmol C m-3 d-1],Primary Production Standard Deviation [µmol C m-3 d-1],Total Coccolithophore cell counts [cells mL-1],Emiliania huxleyi cell counts [cells mL-1],Chlorophyll a [mg m-3],Inorganic Nitrogen (NOx) [µM N L-1],Silicate [µM Si L-1],Phosphate [µM P L-1],Dissolved Inorganic Carbon (DIC) [μmol C kg-1],Total Alkalinity  [μmol C kg-1],Bicarbonate Ion (HCO3-) [μmol C kg-1],Carbonate Ion (CO32-) [μmol C kg-1],pH,Temperature [oC],Salinity
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-05,25,16.427,61.253,30,1,4.61,MDT,24,13.83,,1120,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-05,25,16.427,61.253,43,0.1,6.91,MDT,24,187.08,,270,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,26,16.798,60.502,1,100,0,MDT,24,53.75,,2870,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,26,16.798,60.502,3,50,0.69,MDT,24,6.08,,90,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,26,16.798,60.502,9,30,1.2,MDT,24,93,,3070,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,26,16.798,60.502,14,14,1.97,MDT,24,33.25,,1320,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,26,16.798,60.502,20,7,2.66,MDT,24,27.58,,1010,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,26,16.798,60.502,28,3,3.51,MDT,24,31.58,,1240,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,26,16.798,60.502,34,1,4.61,MDT,24,4.92,,800,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,26,16.798,60.502,49,0.1,6.91,MDT,24,16.5,,500,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,27,17.197,59.768,1,100,0,MDT,24,44.83,,850,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,27,17.197,59.768,3,50,0.69,MDT,24,29.42,,870,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,27,17.197,59.768,8,30,1.2,MDT,24,13.83,,960,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,27,17.197,59.768,13,14,1.97,MDT,24,41.33,,1680,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,27,17.197,59.769,19,7,2.66,MDT,24,14.33,,630,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,27,17.197,59.769,26,3,3.51,MDT,24,20.17,,1110,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,27,17.197,59.769,32,1,4.61,MDT,24,11.25,,830,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-06,27,17.197,59.769,46,0.1,6.91,MDT,24,22,,290,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,28,17.674,58.858,1,100,0,MDT,24,192.75,,3460,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,28,17.674,58.858,3,50,0.69,MDT,24,138.67,,3230,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,28,17.674,58.858,8,30,1.2,MDT,24,41,,1940,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,28,17.674,58.858,13,14,1.97,MDT,24,185.33,,3510,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,28,17.674,58.858,19,7,2.66,MDT,24,255.42,,2840,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,28,17.674,58.858,26,3,3.51,MDT,24,80.42,,1970,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,28,17.674,58.858,32,1,4.61,MDT,24,81.58,,1610,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,28,17.674,58.858,46,0.1,6.91,MDT,24,138,,400,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,29,18.133,58.008,1,100,0,MDT,24,166.67,,2410,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,29,18.133,58.008,3,50,0.69,MDT,24,53.08,,2540,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,29,18.133,58.008,7,30,1.2,MDT,24,51.75,,2770,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,29,18.133,58.008,11,14,1.97,MDT,24,64.42,,2180,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,29,18.132,57.998,16,7,2.66,MDT,24,67.08,,2090,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,29,18.132,57.998,22,3,3.51,MDT,24,102,,1640,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,29,18.132,57.998,27,1,4.61,MDT,24,19.67,,840,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-09,29,18.132,57.998,38,0.1,6.91,MDT,24,170.08,,300,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-11,30,18.485,57.301,1,100,0,MDT,24,88,,4370,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-11,30,18.485,57.301,3,50,0.69,MDT,24,19.67,,1830,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-11,30,18.485,57.301,7,30,1.2,MDT,24,58.08,,4700,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-11,30,18.485,57.301,11,14,1.97,MDT,24,78.75,,4530,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-11,30,18.502,57.301,16,7,2.66,MDT,24,75.58,,4600,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-11,30,18.502,57.301,22,3,3.51,MDT,24,56.33,,4380,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-11,30,18.502,57.301,27,1,4.61,MDT,24,26.08,,1220,,,,,,,,,,,,,,
Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-08-11,30,18.502,57.301,38,0.1,6.91,MDT,24,1.33,,520,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-01,UW_13,23.545,60.28,1,100,0,MDT,24,139.06,,6225.29,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-01,UW_14,23.124,60.867,1,100,0,MDT,24,36.02,,2849.83,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-29,1,24.33,58.18,4,100,0,MDT,24,46.75,,2820,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-29,1,24.33,58.18,6,50,0.69,MDT,24,9.62,,1000,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-29,1,24.33,58.18,18,14,1.97,MDT,24,49.34,,2660,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-29,1,24.33,58.18,25,7,2.66,MDT,24,31.69,,830,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-29,1,24.33,58.18,34,3,3.51,MDT,24,31.51,,3130,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-29,1,24.33,58.18,40,1,4.61,MDT,24,2.41,,360,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-29,1,24.33,58.18,56,0.1,6.91,MDT,24,3.88,,130,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-29,UW_1,24.169,58.418,1,100,0,MDT,24,55.1,,1789.98,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-29,UW_2,24.048,58.816,1,100,0,MDT,24,47.23,,3948.23,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,2,23.912,59.252,3,100,0,MDT,24,64.05,,3970,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,2,23.912,59.252,5,50,0.69,MDT,24,71.64,,4940,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,2,23.912,59.252,12,30,1.2,MDT,24,53.14,,4470,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,2,23.912,59.252,17,14,1.97,MDT,24,67.02,,4240,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,2,23.912,59.252,24,7,2.66,MDT,24,15.08,,1120,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,2,23.912,59.252,33,3,3.51,MDT,24,12.12,,200,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,2,23.912,59.252,40,1,4.61,MDT,24,14.31,,70,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,2,23.912,59.252,55,0.1,6.91,MDT,24,0.92,,70,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,3,22.334,60.502,4,100,0,MDT,24,29.22,,1360,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,3,22.334,60.502,5,50,0.69,MDT,24,22.88,,1860,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,3,22.334,60.502,9,30,1.2,MDT,24,22.65,,1820,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,3,22.334,60.502,13,14,1.97,MDT,24,34.46,,1570,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,3,22.334,60.502,18,7,2.66,MDT,24,3.27,,1610,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,3,22.334,60.502,24,3,3.51,MDT,24,8.24,,770,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,3,22.334,60.502,28,1,4.61,MDT,24,1.42,,10,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,3,22.334,60.502,39,0.1,6.91,MDT,24,5.42,,580,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,4,22.382,59.881,4,100,0,MDT,24,14.48,,4010,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,4,22.382,59.881,5,50,0.69,MDT,24,50.68,,5780,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,4,22.382,59.881,9,30,1.2,MDT,24,45.18,,4680,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,4,22.382,59.881,13,14,1.97,MDT,24,22.08,,3450,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,4,22.382,59.881,18,7,2.66,MDT,24,22.79,,3250,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,4,22.382,59.881,24,3,3.51,MDT,24,61.83,,1550,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,4,22.382,59.881,28,1,4.61,MDT,24,9,,1020,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,4,22.382,59.881,38,0.1,6.91,MDT,24,21.88,,410,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,UW_3,23.617,59.489,1,100,0,MDT,24,52.67,,2456.42,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,UW_4,23.31,59.74,1,100,0,MDT,24,30.6,,3037.01,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,UW_5,22.937,60.032,1,100,0,MDT,24,66.21,,1156.8,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-30,UW_6,22.609,60.296,1,100,0,MDT,24,164.51,,9010.31,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-31,UW_10,22.736,60.877,1,100,0,MDT,24,18.27,,3341.53,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-31,UW_11,22.99,60.669,1,100,0,MDT,24,79.76,,3489.09,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-31,UW_12,23.381,60.304,1,100,0,MDT,24,145.95,,7169.58,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-31,UW_7,22.647,60.265,1,100,0,MDT,24,21.77,,4200.47,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-31,UW_8,22.971,60.039,1,100,0,MDT,24,44.88,,2892.83,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-10-31,UW_9,22.85,60.474,1,100,0,MDT,24,25.05,,3558.36,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,6,23.8,59.9,4,100,0,MDT,24,34.34,,5020,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,6,23.8,59.9,6,50,0.69,MDT,24,13.03,,5640,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,6,23.8,59.9,13,30,1.2,MDT,24,19.38,,5620,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,6,23.8,59.9,18,14,1.97,MDT,24,15.69,,4550,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,6,23.8,59.9,24,7,2.66,MDT,24,9.18,,3700,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,6,23.8,59.9,34,3,3.51,MDT,24,19.49,,930,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,6,23.8,59.9,40,1,4.61,MDT,24,11.84,,530,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,6,23.8,59.9,56,0.1,6.91,MDT,24,3.06,,70,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,7,23.052,60.957,4,100,0,MDT,24,19.4,,3750,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,7,23.052,60.957,6,50,0.69,MDT,24,75.8,,3330,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,7,23.052,60.957,10,30,1.2,MDT,24,27.22,,3040,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,7,23.052,60.957,15,14,1.97,MDT,24,22.7,,3530,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,7,23.052,60.957,19,7,2.66,MDT,24,16.76,,2270,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,7,23.052,60.957,26,3,3.51,MDT,24,19.24,,1740,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,7,23.052,60.957,31,1,4.61,MDT,24,16.09,,1170,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-01,7,23.052,60.957,43,0.1,6.91,MDT,24,0.33,,120,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-03,8,22.524,61.625,3,100,0,MDT,24,5.65,,5070,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-03,8,22.524,61.625,6,50,0.69,MDT,24,63.88,,4260,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-03,8,22.524,61.625,12,30,1.2,MDT,24,5.61,,2730,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-03,8,22.524,61.625,18,14,1.97,MDT,24,17.32,,2880,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-03,8,22.524,61.625,25,7,2.66,MDT,24,40.09,,2620,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-03,8,22.524,61.625,34,3,3.51,MDT,24,9.33,,1410,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-03,8,22.524,61.625,40,1,4.61,MDT,24,4.15,,1040,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-03,8,22.524,61.625,57,0.1,6.91,MDT,24,3.14,,300,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-03,UW_15,22.775,61.31,1,100,0,MDT,24,38.73,,1297.45,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-03,UW_16,22.565,61.576,1,100,0,MDT,24,18.08,,2123.01,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-03,UW_17,22.339,61.89,1,100,0,MDT,24,61.44,,2012.58,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-03,UW_18,22.115,62.221,1,100,0,MDT,24,12.39,,697.44,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-03,UW_19,21.903,62.549,1,100,0,MDT,24,26.04,,1236.94,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-03,UW_20,21.684,62.87,1,100,0,MDT,24,69.92,,2256.04,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-04,9,21.17,63.546,4,100,0,MDT,24,3.68,,640,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-04,9,21.17,63.546,7,50,0.69,MDT,24,6.63,,580,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-04,9,21.17,63.546,14,30,1.2,MDT,24,9.57,,1100,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-04,9,21.17,63.546,20,14,1.97,MDT,24,5.34,,700,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-04,9,21.17,63.546,28,7,2.66,MDT,24,53.83,,1010,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-04,9,21.17,63.546,38,3,3.51,MDT,24,7.83,,460,,,,,,,,,,,,,,
Balch,JGOF_TT_053,Arabian Sea,"Balch et al., 2000",doi: 10.1016/S0967-0645(99)00145-9,1995-11-04,9,21.17,63.546,45,1,4.61,MDT,24,7.58,,490,,,,,,,,,,,,,,
